Company,Orig,Review,Cocao,Location,Rating,Type,BroadOrig
Glennmade,"Toledo District, 2015 Harvest",2016,70%,U.S.A.,3.5,A,Belize
Goodnow Farms,"Almendra Blanca, batch 1004",2016,77%,U.S.A.,2.75,A,Mexico
Goodnow Farms,"El Carmen, batch 1003",2016,77%,U.S.A.,3.25,A,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",2016,77%,U.S.A.,3.25,A,Guatemala
Green & Black's (ICAM),Dark,2006,70%,U.K.,2.5,A,Â 
Green Bean to Bar,Madagascar,2016,70%,Japan,3.5,A,Madagascar
Guido Castagna,Trinidad & Tobago,2009,64%,Italy,3,A,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,2009,76%,Italy,3,A,Venezuela
Guido Castagna,Blend,2009,64%,Italy,3.25,A,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",2015,70%,U.S.A.,3.75,A,Â 
Guittard,Haiti,2013,65%,U.S.A.,2.75,A,Haiti
Guittard,Nicaragua,2013,65%,U.S.A.,2.75,A,Nicaragua
Guittard,Ecuador,2013,65%,U.S.A.,3.5,A,Ecuador
Guittard,Coucher du Soleil,2011,72%,U.S.A.,2.75,A,Â 
Guittard,Lever du Soleil,2011,61%,U.S.A.,3.25,A,Â 
Guittard,Onyx,2011,72%,U.S.A.,3.25,A,Â 
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55%,U.S.A.,3,A,Hawaii
Guittard,Nocturne,2009,91%,U.S.A.,3,A,Â 
Guittard,Machu Pichu,2008,65%,U.S.A.,3,A,Peru
Guittard,Special Maker Reserve,2008,64%,U.S.A.,3,A,Â 
Guittard,Ocumare,2008,65%,U.S.A.,3.5,A,Venezuela
Habitual,Papua New Guinea,2014,80%,Canada,2.75,A,Papua New Guinea
Habitual,Campesino w/ nibs,2014,74%,Canada,2.75,A,Â 
Habitual,Dominican Republic,2014,75%,Canada,3.25,A,Dominican Republic
Habitual,Downtown London,2014,65%,Canada,2.75,A,Â 
Habitual,Africa meets Latina,2014,70%,Canada,3,A,Â 
Habitual,Amazonas,2014,80%,Canada,3,A,Â 
Habitual,Sharkey,2014,66%,Canada,3.25,A,Hawaii
Habitual,one hundred,2014,100%,Canada,2,A,Â 
Haigh,South America and Africa,2011,70%,Australia,3,A,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",2016,85%,U.S.A.,3.25,A,Brazil
Harper Macaw,Brazil Blend,2015,67%,U.S.A.,3,A,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77%,U.S.A.,3.5,A,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74%,U.S.A.,3.5,A,Brazil
Heilemann,Peru,2016,64%,Germany,2.75,A,Peru
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67%,U.S.A.,3.75,A,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72%,U.S.A.,3.5,A,Hawaii
hexx,Tanzania,2015,70%,U.S.A.,2.75,A,Tanzania
hexx,Venezuela,2015,70%,U.S.A.,3,A,Venezuela
hexx,Ecuador,2015,73%,U.S.A.,3.25,A,Ecuador
hexx,Peru,2015,70%,U.S.A.,3.25,A,Peru
Holy Cacao,Maranon,2016,70%,Israel,2.75,A,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70%,Israel,3.5,A,Ecuador
Holy Cacao,Mara,2015,70%,Israel,3.5,A,Venezuela
Holy Cacao,Ivory Coast,2009,70%,Israel,2.5,A,Ivory Coast
Holy Cacao,Hispaniola,2009,70%,Israel,2.75,A,Dominican Republic
Holy Cacao,San Martin,2009,70%,Israel,3.5,A,Peru
Holy Cacao,Hispaniola w/ nibs,2009,75%,Israel,3.75,A,Dominican Republic
Honest,"Ecuador, w/ nibs",2014,72%,South Africa,2.5,A,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",2015,70%,U.K.,2.75,A,St. Lucia
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100%,U.K.,2.75,A,Peru
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100%,U.K.,2.75,A,Dominican Republic
Hotel Chocolat (Coppeneur),Ecuador,2010,70%,U.K.,2.75,A,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,2010,70%,U.K.,3,A,Dominican Republic
Hotel Chocolat (Coppeneur),St. Lucia,2008,72%,U.K.,3,A,St. Lucia
Hotel Chocolat (Coppeneur),Tanzania,2008,75%,U.K.,2.75,A,Tanzania
Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70%,Canada,3.5,A,Dominican Republic
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72%,Switzerland,3.75,A,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72%,Switzerland,4,A,Venezuela
Indah,India (south),2016,61%,India,2.5,A,India
Indaphoria,La Red,2012,70%,U.S.A.,3.25,A,Dominican Republic
Indaphoria,"Conacado, Manifesto",2012,70%,U.S.A.,2.75,A,Dominican Republic
Indi,Honduras,2014,77%,U.S.A.,3,A,Honduras
iQ Chocolate,black label,2012,72%,Scotland,3,A,Peru
Isidro,Peru,2014,72%,U.S.A.,2.25,A,Peru
Isidro,Dominican Republic,2014,72%,U.S.A.,3.25,A,Dominican Republic
Izard,"Elvesia P., Batch 32",2015,70%,U.S.A.,2.75,A,Dominican Republic
Just Good Chocolate,Peru,2014,70%,U.S.A.,4,A,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70%,Domincan Republic,3.5,A,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82%,Domincan Republic,3,A,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55%,Domincan Republic,3.25,A,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62%,Domincan Republic,3.25,A,Dominican Republic
Kakao,Peru,2012,64%,Germany,2.5,A,Peru
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70%,Ecuador,3,A,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70%,Ecuador,3.5,A,Ecuador
Kallari (Ecuatoriana),Roberto,2008,75%,Ecuador,2.75,A,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,2008,85%,Ecuador,2.5,A,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85%,Ecuador,2.75,A,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85%,Ecuador,3,A,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75%,Ecuador,2.5,A,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85%,Ecuador,3,A,Ecuador
Kaoka (Cemoi),Noir,2009,70%,France,2.75,A,Â 
Kaoka (Cemoi),Ecuador,2009,80%,France,2.75,A,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",2013,70%,U.S.A.,3.75,A,Dominican Republic
Ki' Xocolatl,Dark,2009,72%,Mexico,2,A,Mexico
Kto,San Martin,2014,72%,U.S.A.,2.5,A,Peru
Kto,Ocumare,2014,72%,U.S.A.,2.75,A,Venezuela
Kto,Elvesia,2014,72%,U.S.A.,3.25,A,Dominican Republic
Kto,ROIG,2014,72%,U.S.A.,3.25,A,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70%,U.S.A.,3.25,A,Haiti
K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70%,U.S.A.,3.75,A,Ecuador
Kyya,Hispaniola,2014,72.50%,U.S.A.,3,A,Dominican Republic
Kyya,Ecuador,2014,72.50%,U.S.A.,2.5,A,Ecuador
L.A. Burdick (Felchlin),Peru,2012,74%,U.S.A.,3.25,A,Peru
L.A. Burdick (Felchlin),Brazil,2012,70%,U.S.A.,4,A,Brazil
L.A. Burdick (Felchlin),Quito,2011,74%,U.S.A.,3.75,A,Ecuador
L.A. Burdick (Felchlin),Dominican Republic,2010,74%,U.S.A.,3.75,A,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,2010,71%,U.S.A.,3,A,Venezuela
L.A. Burdick (Felchlin),Bolivian,2009,68%,U.S.A.,3,A,Bolivia
La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74%,France,2.75,A,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,2013,60%,France,3.25,A,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56%,France,3.25,A,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66%,France,3.5,A,Dominican Republic
La Maison du Chocolat (Valrhona),Kuruba,2009,60%,France,3,A,Â 
La Maison du Chocolat (Valrhona),Orinoco,2009,60%,France,3.75,A,Â 
La Oroquidea,Peruvian Amazon,2011,72%,Peru,2.5,A,Peru
La Pepa de Oro,Vinces,2011,60%,Ecuador,3.25,A,Ecuador
Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75%,France,3,A,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75%,France,3.25,A,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75%,France,3,A,Ivory Coast
Laia aka Chat-Noir,"Bahia, Batch 148",2015,75%,France,3.25,A,Brazil
Laia aka Chat-Noir,Cuba,2014,70%,France,2.75,A,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,2014,68%,France,2.75,A,Trinidad-Tobago
Lake Champlain (Callebaut),Tanzania,2009,75%,U.S.A.,2.5,A,Tanzania
Letterpress,"La Masica, Batch 7, FHIA",2017,70%,U.S.A.,3.5,A,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70%,U.S.A.,3.25,A,Belize
Letterpress,Liberia,2016,70%,U.S.A.,3.25,A,Liberia
Letterpress,Beniamo,2015,70%,U.S.A.,3.25,A,Bolivia
Letterpress,San Andres,2015,70%,U.S.A.,3,A,Costa Rica
Letterpress,"La Red, Guaconejo",2015,70%,U.S.A.,3.25,A,Domincan Republic
Letterpress,Kokoa Kamili,2015,70%,U.S.A.,3.5,A,Tanzania
Lillie Belle,La Selva,2012,68%,U.S.A.,3.75,A,Peru
Lillie Belle,Purple Haze,2012,75%,U.S.A.,2.75,A,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",2012,74%,U.S.A.,3,A,Dominican Republic
Lindt & Sprungli,Excellence (US Version),2007,85%,Switzerland,3,A,Â 
Loiza,Puerto Rico,2013,65%,Puerto Rico,2.5,A,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70%,U.S.A.,3.75,A,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,65%,U.S.A.,3.25,A,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,75%,U.S.A.,3.75,A,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71%,U.S.A.,3,A,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72%,U.S.A.,3,A,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70%,U.S.A.,3.5,A,Hawaii
Love Bar,Nicaragua,2015,75%,U.S.A.,2,A,Nicaragua
Luker,Selva,2010,46%,Colombia,2.75,A,"Colombia, Ecuador"
Luker,Macondo,2010,60%,Colombia,3,A,"Colombia, Ecuador"
Luker,Misterio,2010,58%,Colombia,3,A,"Colombia, Ecuador"
Luker,Santander,2010,65%,Colombia,3.5,A,Colombia
Machu Picchu Trading Co.,Peru,2011,70%,Peru,1.5,A,Peru
Machu Picchu Trading Co.,Peru,2010,55%,Peru,2.25,A,Peru
Madre,Guadalcanal,2017,73%,U.S.A.,3.5,A,Solomon Islands
Madre,Puerto Rico,2013,70%,U.S.A.,2.75,A,Puerto Rico
Madre,Brazil,2013,70%,U.S.A.,3.5,A,Brazil
Madre,"Choobua, Kona",2013,70%,U.S.A.,2.75,A,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",2013,70%,U.S.A.,2.75,A,Mexico
Madre,"Hamakua Coast, Kokoleka",2012,70%,U.S.A.,3.25,A,Hawaii
Madre,Kaua'i,2012,70%,U.S.A.,3.5,A,Hawaii
Madre,Dominican,2011,70%,U.S.A.,2.5,A,Dominican Republic
Madre,Upala,2011,70%,U.S.A.,2.75,A,Costa Rica
Madre,"Chiapas, Triple Cacao",2010,72%,U.S.A.,2.75,A,Mexico
Maglio,Africa,2008,75%,Italy,2,A,Tanzania
Majani,Ecuador,2010,70%,Italy,2,A,Ecuador
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55%,U.S.A.,3.5,A,Hawaii
Malmo,Chuao,2016,70%,Sweden,3,A,Venezuela
Mana,Ecuador,2015,74%,U.S.A.,2.5,A,Ecuador
Mana,Peru,2014,74%,U.S.A.,2.5,A,Peru
Mana,Venezuela,2014,74%,U.S.A.,2.75,A,Venezuela
Mana,Conacado,2012,74%,U.S.A.,3.75,A,Dominican Republic
Manifesto Cacao,Colombia,2014,70%,Colombia,2.75,A,Colombia
Manoa,Markham Valley,2015,72%,U.S.A.,3.5,A,Papua New Guinea
Manoa,Coto Brus,2015,72%,U.S.A.,3.75,A,Costa Rica
Manoa,"Waiahole, O'ahu",2013,72%,U.S.A.,3.75,A,Hawaii
Manoa,"Liberia, #174",2012,72%,U.S.A.,3.25,A,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",2012,72%,U.S.A.,2.75,A,Hawaii
Manoa,Piura,2012,72%,U.S.A.,3,A,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",2012,72%,U.S.A.,3.25,A,Hawaii
Manufaktura Czekolady,Johe,2016,70%,Poland,3.75,A,Nicaragua
Manufaktura Czekolady,Peru,2016,70%,Poland,3.5,A,Peru
Manufaktura Czekolady,Kolumbia,2014,85%,Poland,3.5,A,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70%,Poland,3.25,A,Dominican Republic
Manufaktura Czekolady,Grand Cru Ecuador,2012,70%,Poland,3.25,A,Ecuador
Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70%,U.S.A.,3.5,A,Nicaragua
Map Chocolate,Colombia,2015,75%,U.S.A.,2.75,A,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72%,U.S.A.,3,A,Tanzania
Map Chocolate,Le Chocolat Chaud,2015,78%,U.S.A.,3.5,A,Honduras
Marana,Piura,2016,70%,Peru,3,A,Peru
Marana,Cusco,2016,70%,Peru,2.75,A,Peru
Marana,San Martin,2016,70%,Peru,3,A,Peru
Marigold's Finest,Cacao Nib Crunch,2016,75%,Canada,3.25,A,Â 
Mars,"Matina 1-6, prototype",2010,65%,U.S.A.,3,A,Costa Rica
Mars,Ivory Coast,2010,65%,U.S.A.,3,A,Ivory Coast
Mars,Nigeria,2010,65%,U.S.A.,3.25,A,Nigeria
Marsatta,Dominican Republic,2013,74%,U.S.A.,2.25,A,Dominican Republic
Marsatta,Dominican Republic,2013,89%,U.S.A.,2.5,A,Dominican Republic
Martin Mayer,Alto Beni,2016,76%,Austria,2.75,A,Bolivia
Martin Mayer,Pisa,2016,82%,Austria,3,A,Haiti
Martin Mayer,Tumaco,2016,74%,Austria,3.25,A,Colombia
Mast Brothers,Guatemala,2015,76%,U.S.A.,3,A,Guatemala
Mast Brothers,Tanzania,2015,74%,U.S.A.,3.25,A,Tanzania
Mast Brothers,Brooklyn Blend,2011,72%,U.S.A.,3.5,A,Â 
Mast Brothers,Papua New Guinea,2011,71%,U.S.A.,2.75,A,Papua New Guinea
Mast Brothers,San Martin,2011,75%,U.S.A.,3,A,Peru
Mast Brothers,Conacado,2011,73%,U.S.A.,3.25,A,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74%,U.S.A.,3.75,A,Dominican Republic
Mast Brothers,Ocumare de la Costa,2010,75%,U.S.A.,3,A,Venezuela
Mast Brothers,"Dominican Republic, Coop",2010,70%,U.S.A.,3.25,A,Dominican Republic
Maverick,Elvesia,2014,70%,U.S.A.,3.25,A,Dominican Republic
Mayacama,Hispaniola,2016,72%,U.S.A.,3,A,Domincan Republic
Meadowlands,Bolivia,2014,70%,U.S.A.,2.5,A,Bolivia
Meadowlands,Venezuela,2014,70%,U.S.A.,2.75,A,Venezuela
Meadowlands,"Nicaragua, w/ inbs",2014,70%,U.S.A.,3,A,Nicaragua
Meadowlands,Dominican Republic,2014,70%,U.S.A.,3.5,A,Dominican Republic
Mesocacao,El Salvador,2015,80%,Honduras,2.75,A,El Salvador
Mesocacao,El Salvador,2015,70%,Honduras,3,A,El Salvador
Mesocacao,Honduras,2014,80%,Honduras,3.25,A,Honduras
Mesocacao,Honduras,2014,70%,Honduras,3.5,A,Honduras
Mesocacao,"La Tronca, Matagalpa",2014,70%,Honduras,3.25,A,Nicaragua
Mesocacao,"La Tronca, Matagalpa",2014,80%,Honduras,3.5,A,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70%,Sweden,3,A,Brazil
Michel Cluizel,"Chiapas, Mokaya P.",2012,66%,France,3.75,A,Mexico
Michel Cluizel,Carre Amer,2006,60%,France,2,A,Â 
Michel Cluizel,Carre Grand Noir,2006,85%,France,2,A,Â 
Michel Cluizel,Los Ancones P.,2006,67%,France,4,A,Dominican Republic
Michel Cluizel,Maralumi P.,2006,64%,France,4,A,Papua New Guinea
Michel Cluizel,Noir Infini,2006,99%,France,2,A,Â 
Middlebury,Oko Caribe,2015,75%,U.S.A.,3.75,A,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",2015,75%,U.S.A.,3.75,A,Venezuela
Middlebury,Kokoa Kamili,2015,75%,U.S.A.,3.25,A,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",2015,70%,U.S.A.,3.5,A,Nicaragua
Middlebury,La Red,2013,75%,U.S.A.,2.5,A,Dominican Republic
Middlebury,Houseblend,2012,65%,U.S.A.,1.5,A,Â 
Millcreek Cacao Roasters,Ecuador,2012,70%,U.S.A.,3.5,A,Ecuador
Mindo,Ecuador,2010,67%,U.S.A.,2.75,A,Ecuador
Mindo,Ecuador,2010,77%,U.S.A.,2.75,A,Ecuador
Mission,"Fazenda Camboa, Bahia",2016,75%,Brazil,3.75,A,Brazil
Mita,Tumaco,2012,65%,Colombia,2.5,A,Colombia
Molucca,La Red,2015,70%,U.S.A.,3,A,Domincan Republic
Molucca,Indonesia,2015,70%,U.S.A.,2.75,A,Indonesia
Molucca,Peru,2015,70%,U.S.A.,3.25,A,Peru
Momotombo,Matagalpa,2011,70%,Nicaragua,2.75,A,Nicaragua
Momotombo,Mombacho,2011,70%,Nicaragua,2.75,A,Nicaragua
Momotombo,Oscuro,2011,70%,Nicaragua,3.25,A,Nicaragua
Monarque,Oko Caribe,2016,72%,Canada,3.5,A,Dominican Republic
Monsieur Truffe,Papaua New Guinea,2014,70%,Australia,3.25,A,Papua New Guinea
Montecristi,Manabi,2015,70%,Ecuador,3.25,A,Ecuador
Montecristi,Manabi,2015,63%,Ecuador,3.5,A,Ecuador
Montecristi,Manabi,2015,85%,Ecuador,3.5,A,Ecuador
Muchomas (Mesocacao),Nicaragua,2015,70%,U.S.A.,3.5,A,Nicaragua
Muchomas (Mesocacao),Nicaragua,2015,80%,U.S.A.,3.5,A,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",2016,68%,U.S.A.,2.75,A,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",2016,71%,U.S.A.,2.75,A,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",2016,68%,U.S.A.,2.75,A,Madagascar
Nahua,"Costa Rica, Oscuro",2013,58%,Costa Rica,2.5,A,Costa Rica
Nahua,"Costa Rica, Oscuro",2013,70%,Costa Rica,3,A,Costa Rica
Naive,Trinidad & Tobago,2013,70%,Lithuania,3.75,A,"Trinidad, Tobago"
Naï¿_ve,Barinas,2014,70%,Lithuania,3,A,Venezuela
Nanea,Criollo Blend,2013,85%,U.S.A.,3.5,A,Hawaii
Nathan Miller,Peru,2014,72%,U.S.A.,2.25,A,Peru
Nathan Miller,Hispaniola,2014,70%,U.S.A.,2.5,A,Dominican Republic
Neuhaus (Callebaut),Dark,2007,73%,Belgium,1,A,Â 
Night Owl,Peru,2013,75%,U.S.A.,2.75,A,Peru
Night Owl,Ecuador,2013,75%,U.S.A.,3.5,A,Ecuador
Noir d' Ebine,Venezuela,2012,70%,U.S.A.,3,A,Venezuela
Noir d' Ebine,Ecuador,2012,70%,U.S.A.,3,A,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",2012,70%,Nicaragua,3,A,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75%,Niacragua,2.75,A,Nicaragua
Nuance,La Red,2015,70%,U.S.A.,3.75,A,Dominican Republic
Ocho,Sang Yum Coop,2016,100%,New Zealand,2.75,A,Samoa
Ocho,Sang Yum Coop,2016,70%,New Zealand,3.5,A,Samoa
Ocho,"PNG, Devotion",2014,66%,New Zealand,2.75,A,Papua New Guinea
Ocho,"PNG, Revolution",2014,70%,New Zealand,3,A,Papua New Guinea
Ocho,"PNG, Voodoo",2014,88%,New Zealand,3.25,A,Papua New Guinea
Ocho,"PNG, Nib Bar",2014,74%,New Zealand,3.5,A,Papua New Guinea
Ohiyo,Tanzania,2015,70%,U.S.A.,3,A,Tanzania
Olive and Sinclair,Dominican Republic prototype,2010,72%,U.S.A.,3,A,Dominican Republic
Olive and Sinclair,Dark 67,2009,67%,U.S.A.,2.75,A,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,2009,75%,U.S.A.,3,A,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,2011,76%,Canada,2,A,Carribean
Olivia,Carribean,2011,76%,Canada,2.75,A,Carribean
Olivia,Carribean,2011,85%,Canada,2.75,A,Carribean
Olivia,Carribean-Raw,2011,85%,Canada,3,A,Carribean
Omnom,Papua New Guinea,2014,70%,Iceland,3,A,Papua New Guinea
organicfair,La Red,2013,72%,Canada,2.75,A,Dominican Republic
organicfair,Caribe,2013,72%,Canada,3,A,Dominican Republic
Original Beans (Felchlin),Papua Kerafat,2014,68%,Switzerland,2.75,A,Papua New Guinea
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66%,Switzerland,3.75,A,Bolivia
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68%,Switzerland,3.25,A,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60%,U.S.A.,3,A,Hawaii
Orquidea,Peru,2012,65%,Peru,3,A,Peru
Orquidea,Peru,2012,72%,Peru,3,A,Peru
Pacari,"Sierra Nevada, Tutu Iku",2016,70%,Ecuador,4,A,Colombia
Pacari,Garaua,2014,70%,Ecuador,3.25,A,Ecuador
Pacari,Cumbia,2014,70%,Ecuador,3.5,A,Ecuador
Pacari,Montubia,2014,70%,Ecuador,3.75,A,Ecuador
Pacari,Tangara,2014,70%,Ecuador,4,A,Ecuador
Pacari,"Ecuador, raw",2012,85%,Ecuador,2.75,A,Ecuador
Pacari,Piura,2012,70%,Ecuador,4,A,Peru
Pacari,Nube- prototype,2011,70%,Ecuador,3.5,A,Ecuador
Palette de Bine,Lachua,2016,70%,Canada,2.75,A,Guatemala
Palette de Bine,"Silvestre, La Paz, Beni",2015,70%,Canada,3.25,A,Bolivia
Palette de Bine,Kokoa Kamili,2015,72%,Canada,3.5,A,Tanzania
Palette de Bine,"Alto Beni, Palos Blancos",2014,72%,Canada,2.75,A,Bolivia
Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75%,Canada,2.75,A,Ecuador
Pangea,Matasawalevu,2016,76%,Spain,3,A,Fiji
Park 75,South America,2014,65%,U.S.A.,3.5,A,South America
Parliament,Kilombero Valley,2016,70%,U.S.A.,3.25,A,Tanzania
Parliament,"Lachua, Q'egchi families",2015,70%,U.S.A.,3.5,A,Guatemala
Parliament,Alto Beni,2014,70%,U.S.A.,3,A,Bolivia
Parliament,Oko Caribe,2014,70%,U.S.A.,3.5,A,Dominican Republic
Pascha,Peru,2013,55%,Peru,2.5,A,Peru
Pascha,Peru,2013,70%,Peru,2.75,A,Peru
Patric,"Piura, Choc. Garage Exclusive",2013,67%,U.S.A.,4,A,Peru
Peppalo,Dominican Republic,2015,82%,U.S.A.,3,A,Dominican Republic
Pinellas,Wampusirpi Region,2016,80%,U.S.A.,2.5,A,Honduras
Pitch Dark,Tenor,2015,62%,U.S.A.,2.5,A,Nicaragua
Pitch Dark,Johe,2015,80%,U.S.A.,2.75,A,Nicaragua
Pitch Dark,Rugoso,2015,80%,U.S.A.,3.25,A,Nicaragua
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73%,U.S.A.,3.25,A,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73%,U.S.A.,3.5,A,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",2012,76%,U.S.A.,2.5,A,Dominican Republic
Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70%,U.S.A.,3.75,A,Domincan Republic
Potomac,"Cuyagua, 2013",2014,70%,U.S.A.,3.75,A,Venezuela
Potomac,"San Martin, Amazonian Highlands",2011,70%,U.S.A.,2.75,A,Peru
Potomac,Bahia,2011,70%,U.S.A.,3.5,A,Brazil
Pralus,Peru,2015,75%,France,3.25,A,Peru
Pralus,Cuyagua,2009,75%,France,2,A,Venezuela
Pralus,Dominican Republic-Organic,2008,75%,France,2,A,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",2008,75%,France,3.5,A,Brazil
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77%,U.K.,3.5,A,Ecuador
Pump Street Bakery,Honduras,2015,80%,U.K.,2.75,A,Honduras
Pura Delizia,Venezuela,2012,73%,Italy,2.75,A,Venezuela
Q Chocolate,Brazil,2013,75%,Brazil,3.25,A,Brazil
Q Chocolate,Brazil,2013,85%,Brazil,3.5,A,Brazil
Q Chocolate,Brazil,2013,55%,Brazil,2.75,A,Brazil
Q Chocolate,Brazil,2013,80%,Brazil,3.25,A,Brazil
Q Chocolate,Brazil,2012,60%,Brazil,3,A,Brazil
Q Chocolate,Brazil,2012,65%,Brazil,3.25,A,Brazil
Raaka,Amazon Basin Blend,2016,70%,U.S.A.,3,A,"Peru(SMartin,Pangoa,nacional)"
Raaka,La Red,2011,85%,U.S.A.,3.5,A,Dominican Republic
Rain Republic,Suchitepequez E.,2010,70%,Guatemala,2.75,A,Guatemala
Ranger,"San Martin, Batch 2",2015,70%,U.S.A.,2.5,A,Peru
Ranger,"Chulucanas, Batch 1",2015,80%,U.S.A.,3.25,A,Peru
Republica del Cacao (aka Confecta),Esmeraldas,2010,75%,Ecuador,3.25,A,Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75%,U.S.A.,3.75,A,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85%,U.S.A.,3.5,A,Ecuador
Ritual,Costa Rica,2011,75%,U.S.A.,3.5,A,Costa Rica
Roasting Masters,"La Dorado, light roast",2016,70%,South Korea,3.25,A,Costa Rica
Roasting Masters,"Tapanti, light roast",2016,70%,South Korea,3.25,A,Costa Rica
Roasting Masters,Maleku,2016,70%,South Korea,3.25,A,Costa Rica
Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75%,U.S.A.,3.75,A,Honduras
